0,1,2,3,4,5,6,7,8,9,10
pork,bottled water,tea,,,,,,,,
other vegetables,berries,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
canned beer,margarine,pastry,,,,,,,,
canned beer,baking powder,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
beef,pasta,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chewing gum,pot plants,,,,,,,,,
frankfurter,other vegetables,bottled beer,,,,,,,,
sausage,herbs,,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
rolls/buns,root vegetables,rolls/buns,long life bakery product,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
bottled water,frozen meals,,,,,,,,,
whole milk,butter,,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
whole milk,napkins,,,,,,,,,
onions,pastry,soda,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
citrus fruit,onions,,,,,,,,,
sausage,fruit/vegetable juice,coffee,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
canned beer,misc. beverages,,,,,,,,,
frankfurter,soda,,,,,,,,,
misc. beverages,sliced cheese,domestic eggs,,,,,,,,
hygiene articles,skin care,,,,,,,,,
beverages,cream cheese ,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
shopping bags,soda,,,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
packaged fruit/vegetables,dog food,,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
baking powder,fruit/vegetable juice,,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
red/blush wine,pastry,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
other vegetables,bottled beer,,,,,,,,,
frozen vegetables,bottled beer,soda,rolls/buns,,,,,,,
citrus fruit,coffee,,,,,,,,,
photo/film,white bread,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
hygiene articles,napkins,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pastry,pastry,,,,,,,,,
bottled water,whole milk,,,,,,,,,
curd,curd,,,,,,,,,
pork,specialty bar,,,,,,,,,
herbs,soda,,,,,,,,,
bottled beer,oil,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
sausage,cream cheese ,,,,,,,,,
other vegetables,coffee,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pip fruit,pasta,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
yogurt,newspapers,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
other vegetables,dessert,,,,,,,,,
tropical fruit,rolls/buns,root vegetables,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
brown bread,bottled beer,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
cat food,rolls/buns,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
yogurt,salty snack,,,,,,,,,
curd cheese,pastry,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
rolls/buns,bottled water,other vegetables,finished products,other vegetables,butter,yogurt,rolls/buns,citrus fruit,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,
pastry,canned beer,,,,,,,,,
whole milk,margarine,soda,softener,,,,,,,
other vegetables,pip fruit,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
onions,pip fruit,whipped/sour cream,,,,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
other vegetables,yogurt,,,,,,,,,
soda,whole milk,,,,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
bottled water,frankfurter,tropical fruit,liquor,specialty chocolate,,,,,,
beef,whipped/sour cream,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
meat,condensed milk,,,,,,,,,
bottled beer,frankfurter,UHT-milk,pot plants,,,,,,,
citrus fruit,napkins,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
other vegetables,other vegetables,jam,,,,,,,,
turkey,yogurt,,,,,,,,,
canned beer,whole milk,frozen vegetables,cream cheese ,spread cheese,,,,,,
bottled water,cream cheese ,pip fruit,hygiene articles,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
pork,pip fruit,,,,,,,,,
pot plants,pip fruit,,,,,,,,,
pork,sugar,,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
waffles,pip fruit,whole milk,beef,yogurt,,,,,,
hamburger meat,brown bread,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
sparkling wine,female sanitary products,,,,,,,,,
pip fruit,margarine,,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
butter milk,dessert,,,,,,,,,
dessert,red/blush wine,,,,,,,,,
yogurt,butter milk,,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
spread cheese,pork,,,,,,,,,
butter,brown bread,,,,,,,,,
sausage,soda,bottled water,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
frankfurter,whole milk,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
tropical fruit,soda,margarine,,,,,,,,
specialty bar,soda,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
beverages,candles,,,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
pork,white wine,margarine,,,,,,,,
baking powder,brown bread,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
hard cheese,shopping bags,,,,,,,,,
soft cheese,white wine,,,,,,,,,
meat,coffee,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
beef,butter,yogurt,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
sausage,soda,,,,,,,,,
whole milk,yogurt,pastry,,,,,,,,
beef,salt,,,,,,,,,
berries,tropical fruit,rolls/buns,pastry,rolls/buns,whole milk,frozen vegetables,,,,
coffee,berries,pickled vegetables,,,,,,,,
shopping bags,yogurt,,,,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
butter,potato products,,,,,,,,,
bottled water,whole milk,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
newspapers,canned beer,,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
onions,tropical fruit,,,,,,,,,
whole milk,canned beer,herbs,bottled beer,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
pip fruit,other vegetables,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frozen fish,coffee,,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chewing gum,instant coffee,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
whole milk,baking powder,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
frankfurter,white wine,,,,,,,,,
coffee,cling film/bags,,,,,,,,,
sausage,house keeping products,,,,,,,,,
baking powder,canned beer,specialty chocolate,,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
yogurt,other vegetables,,,,,,,,,
long life bakery product,soda,,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
onions,specialty bar,,,,,,,,,
bottled water,newspapers,,,,,,,,,
meat,rolls/buns,frozen potato products,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
pet care,flour,coffee,napkins,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
canned beer,meat,,,,,,,,,
margarine,whole milk,white bread,,,,,,,,
meat,coffee,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
meat,coffee,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pork,spread cheese,,,,,,,,,
pork,long life bakery product,,,,,,,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
sauces,frozen meals,,,,,,,,,
beef,soda,white wine,soft cheese,,,,,,,
onions,frozen vegetables,curd,,,,,,,,
pork,brown bread,,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
sausage,berries,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
butter,brown bread,,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
chicken,male cosmetics,,,,,,,,,
turkey,whole milk,,,,,,,,,
pastry,liquor,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
pork,cream cheese ,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
butter,beef,,,,,,,,,
canned beer,citrus fruit,rolls/buns,condensed milk,skin care,,,,,,
specialty chocolate,soda,curd,female sanitary products,,,,,,,
rolls/buns,pastry,,,,,,,,,
rolls/buns,mustard,,,,,,,,,
soda,whole milk,whole milk,sugar,,,,,,,
salty snack,root vegetables,,,,,,,,,
yogurt,pip fruit,yogurt,,,,,,,,
canned beer,whole milk,,,,,,,,,
bottled beer,soda,,,,,,,,,
shopping bags,detergent,,,,,,,,,
whole milk,pasta,,,,,,,,,
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs,,,,
UHT-milk,salt,,,,,,,,,
other vegetables,butter,pastry,UHT-milk,,,,,,,
pip fruit,bottled beer,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
soda,detergent,,,,,,,,,
chicken,rolls/buns,liquor (appetizer),pip fruit,hygiene articles,,,,,,
pip fruit,bottled beer,,,,,,,,,
dessert,frozen fish,,,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
specialty vegetables,yogurt,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
whole milk,beverages,,,,,,,,,
UHT-milk,fish,,,,,,,,,
dessert,other vegetables,long life bakery product,,,,,,,,
pork,root vegetables,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
rolls/buns,ham,whole milk,sliced cheese,whole milk,fruit/vegetable juice,pickled vegetables,misc. beverages,,,
citrus fruit,domestic eggs,,,,,,,,,
frozen meals,rolls/buns,tropical fruit,curd,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,curd cheese,Instant food products,,,,,,,,
berries,whole milk,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
ketchup,potato products,,,,,,,,,
whole milk,chocolate,,,,,,,,,
turkey,root vegetables,frozen meals,soda,spread cheese,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
frozen potato products,frozen vegetables,,,,,,,,,
newspapers,dishes,,,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
oil,canned fish,,,,,,,,,
dessert,tropical fruit,,,,,,,,,
salty snack,sugar,,,,,,,,,
pork,rolls/buns,other vegetables,,,,,,,,
tropical fruit,herbs,,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
margarine,soda,canned fish,,,,,,,,
pet care,pork,,,,,,,,,
waffles,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
beef,dessert,,,,,,,,,
pastry,brandy,soda,,,,,,,,
canned beer,cake bar,,,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
pork,dessert,,,,,,,,,
chewing gum,newspapers,candy,,,,,,,,
beverages,yogurt,,,,,,,,,
butter milk,shopping bags,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,oil,,,,,,,,,
ice cream,pip fruit,root vegetables,rolls/buns,long life bakery product,,,,,,
other vegetables,other vegetables,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
UHT-milk,soda,,,,,,,,,
dessert,citrus fruit,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
soda,margarine,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
sausage,frozen meals,,,,,,,,,
pork,yogurt,,,,,,,,,
yogurt,soda,dessert,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
brown bread,chocolate,,,,,,,,,
root vegetables,coffee,,,,,,,,,
frankfurter,bottled beer,pastry,,,,,,,,
whole milk,pork,,,,,,,,,
margarine,long life bakery product,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
frozen vegetables,beef,,,,,,,,,
bathroom cleaner,whole milk,,,,,,,,,
other vegetables,frozen dessert,shopping bags,,,,,,,,
grapes,whole milk,,,,,,,,,
margarine,brown bread,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
coffee,whole milk,,,,,,,,,
rolls/buns,root vegetables,yogurt,,,,,,,,
ice cream,onions,soda,,,,,,,,
whole milk,canned beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
margarine,bottled water,,,,,,,,,
beef,soda,,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
artif. sweetener,herbs,,,,,,,,,
soda,coffee,cling film/bags,,,,,,,,
dessert,soda,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
candy,whole milk,cling film/bags,whipped/sour cream,newspapers,baking powder,,,,,
root vegetables,white bread,,,,,,,,,
bottled beer,white bread,,,,,,,,,
beef,newspapers,,,,,,,,,
whole milk,bottled water,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
frankfurter,dessert,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
liver loaf,chicken,whole milk,canned beer,fruit/vegetable juice,frozen dessert,light bulbs,condensed milk,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
yogurt,herbs,pastry,whipped/sour cream,canned fish,,,,,,
whole milk,canned beer,,,,,,,,,
chicken,salt,,,,,,,,,
hamburger meat,butter,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
soda,candy,,,,,,,,,
turkey,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,rice,butter,,,,,,,,
curd,whole milk,,,,,,,,,
white bread,salty snack,,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
root vegetables,pastry,,,,,,,,,
beverages,citrus fruit,tropical fruit,ready soups,canned fish,soda,,,,,
yogurt,yogurt,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
potato products,oil,,,,,,,,,
cling film/bags,napkins,,,,,,,,,
soda,pastry,,,,,,,,,
sausage,pastry,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
white wine,soda,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
ketchup,specialty chocolate,,,,,,,,,
tropical fruit,chicken,onions,packaged fruit/vegetables,,,,,,,
long life bakery product,yogurt,,,,,,,,,
pip fruit,whole milk,brown bread,,,,,,,,
soda,whisky,,,,,,,,,
yogurt,dessert,,,,,,,,,
citrus fruit,beef,,,,,,,,,
canned beer,yogurt,white bread,,,,,,,,
whole milk,dishes,,,,,,,,,
frankfurter,onions,,,,,,,,,
cake bar,whole milk,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
salty snack,canned beer,,,,,,,,,
soda,bottled beer,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
rolls/buns,salty snack,waffles,,,,,,,,
sausage,hamburger meat,,,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
yogurt,yogurt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
dish cleaner,rolls/buns,frozen potato products,frozen vegetables,,,,,,,
spread cheese,specialty bar,,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,soda,pickled vegetables,,,,,,,,
pork,pip fruit,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
beef,cake bar,butter,,,,,,,,
butter,long life bakery product,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
cream cheese ,specialty chocolate,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
root vegetables,meat,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
soda,flour,brown bread,,,,,,,,
ham,tropical fruit,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
other vegetables,coffee,,,,,,,,,
beef,pip fruit,,,,,,,,,
sausage,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,canned fish,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
semi-finished bread,white bread,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
coffee,baking powder,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
bottled water,other vegetables,root vegetables,rolls/buns,soda,sugar,,,,,
rolls/buns,red/blush wine,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
whole milk,turkey,long life bakery product,,,,,,,,
pastry,other vegetables,,,,,,,,,
tropical fruit,candy,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
frankfurter,bottled beer,whipped/sour cream,margarine,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
pork,yogurt,margarine,,,,,,,,
frozen vegetables,specialty bar,,,,,,,,,
beef,beef,whole milk,,,,,,,,
specialty bar,bottled water,dental care,,,,,,,,
curd,detergent,,,,,,,,,
whole milk,sugar,,,,,,,,,
pork,long life bakery product,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
grapes,detergent,,,,,,,,,
whole milk,coffee,,,,,,,,,
whole milk,dessert,dish cleaner,,,,,,,,
pet care,sliced cheese,,,,,,,,,
meat,coffee,,,,,,,,,
brown bread,herbs,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
pork,red/blush wine,,,,,,,,,
chewing gum,pastry,pastry,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
tropical fruit,oil,,,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
yogurt,yogurt,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
hamburger meat,newspapers,,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
chicken,citrus fruit,,,,,,,,,
specialty bar,pastry,,,,,,,,,
pork,shopping bags,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
whole milk,canned fish,,,,,,,,,
yogurt,softener,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
napkins,cleaner,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
soft cheese,butter milk,shopping bags,,,,,,,,
meat,whole milk,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
soda,butter,rolls/buns,,,,,,,,
sausage,ice cream,,,,,,,,,
sausage,yogurt,,,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
hamburger meat,salt,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
whipped/sour cream,specialty chocolate,,,,,,,,,
sausage,soda,butter,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
sausage,chicken,,,,,,,,,
brown bread,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
canned beer,soda,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
whole milk,white bread,,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
pork,root vegetables,,,,,,,,,
liqueur,whole milk,onions,soda,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
meat,other vegetables,,,,,,,,,
frozen meals,dental care,,,,,,,,,
bottled water,meat spreads,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sliced cheese,soda,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pastry,berries,,,,,,,,,
other vegetables,curd,beef,white bread,,,,,,,
newspapers,fruit/vegetable juice,waffles,,,,,,,,
canned beer,detergent,cake bar,,,,,,,,
brown bread,brown bread,,,,,,,,,
other vegetables,sausage,rolls/buns,domestic eggs,waffles,whole milk,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
butter milk,oil,,,,,,,,,
coffee,sliced cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
long life bakery product,hamburger meat,whole milk,,,,,,,,
citrus fruit,bottled beer,ice cream,,,,,,,,
shopping bags,rice,,,,,,,,,
pet care,snack products,,,,,,,,,
cling film/bags,coffee,,,,,,,,,
pork,tropical fruit,,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
chicken,dessert,,,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
oil,shopping bags,,,,,,,,,
sausage,bottled water,,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
other vegetables,rolls/buns,soda,cat food,,,,,,,
citrus fruit,waffles,,,,,,,,,
other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
other vegetables,whole milk,,,,,,,,,
